reason,product_name,version,doc_url,zip_url
zip_http_200,TIBCO Spotfire® Capability Matrix,12.3.0,https://docs.tibco.com/products/tibco-spotfire-capability-matrix-12-3-0,https://docs.tibco.com/pub/sf-cap-mtx/TIBCO Spotfire 12.3.0 Capability Matrix.pdf/tibco-spotfire-capability-matrix-12-3-0_documentation.zip
zip_http_200,TIBCO Spotfire® Developer,Developer,https://docs.tibco.com/products/tibco-spotfire-developer,https://docs.tibco.com/pub/sfire_dev/area/tibco-spotfire-developer_documentation.zip
zip_http_200,TIBCO® Fulfillment Provisioning Load Balancer,3.9,https://docs.tibco.com/products/tibco-fulfillment-provisioning-load-balancer-3-9,https://docs.tibco.com/pub/kpsa-load-balancer/3.9.0-may-2013/tibco-fulfillment-provisioning-load-balancer-3-9_documentation.zip
zip_http_200,TIBCO® Fulfillment Provisioning Load Balancer,3.9.1,https://docs.tibco.com/products/tibco-fulfillment-provisioning-load-balancer-3-9-1,https://docs.tibco.com/pub/fp-lb/3.9.1/tibco-fulfillment-provisioning-load-balancer-3-9-1_documentation.zip
zip_http_200,TIBCO® Fulfillment Provisioning Load Balancer,3.7,https://docs.tibco.com/products/tibco-kpsa-load-balancer-3-7,https://docs.tibco.com/pub/kpsa-load-balancer/3.7.0-may-2011/tibco-kpsa-load-balancer-3-7_documentation.zip
zip_http_200,TIBCO® Fulfillment Studio,1.0,https://docs.tibco.com/products/tibco-fulfillment-studio-1-0,https://docs.tibco.com/pub/fulfillment-studio/1.0.0-april-2013/tibco-fulfillment-studio-1-0_documentation.zip
zip_http_200,TIBCO® Mainframe WebUI,2.2.0,https://docs.tibco.com/products/tibco-mainframe-webui-2-2-0,https://docs.tibco.com/pub/mainframewebui/2.2.0/tibco-mainframe-webui-2-2-0_documentation.zip
zip_http_200,TIBCO® Messaging,1.23.0,https://docs.tibco.com/products/tibco-messaging-1-23-0,https://docs.tibco.com/pub/messaging-suite/1.23.0/tibco-messaging-1-23-0_documentation.zip
zip_http_200,TIBCO® Reward,21.4.0,https://docs.tibco.com/products/tibco-reward-21-4-0,https://docs.tibco.com/pub/loyalty/21.4.0/tibco-reward-21-4-0_documentation.zip
zip_http_200,TIBCO® Reward,21.3.0,https://docs.tibco.com/products/tibco-reward-21-3-0,https://docs.tibco.com/pub/loyalty/21.3.0/tibco-reward-21-3-0_documentation.zip
zip_http_200,TIBCO® Reward,20.3.0,https://docs.tibco.com/products/tibco-reward-20-3-0,https://docs.tibco.com/pub/loyalty/20.3.0/tibco-reward-20-3-0_documentation.zip
zip_http_200,TIBCO® Reward,20.1.0,https://docs.tibco.com/products/tibco-reward-20-1-0,https://docs.tibco.com/pub/loyalty/20.1.0/tibco-reward-20-1-0_documentation.zip
zip_http_200,TIBCO® Reward,19.3.1,https://docs.tibco.com/products/tibco-reward-19-3-1,https://docs.tibco.com/pub/loyalty/19.3.1/tibco-reward-19-3-1_documentation.zip
zip_http_200,TIBCO® Reward,18.3.1,https://docs.tibco.com/products/tibco-reward-18-3-1,https://docs.tibco.com/pub/loyalty/18.3.1/tibco-reward-18-3-1_documentation.zip
zip_http_200,TIBCO® Reward,17.4.1,https://docs.tibco.com/products/tibco-reward-17-4-1,https://docs.tibco.com/pub/loyalty/17.4.1/tibco-reward-17-4-1_documentation.zip
zip_http_200,TIBCO® Reward,17.4.0,https://docs.tibco.com/products/tibco-reward-17-4-0,https://docs.tibco.com/pub/loyalty/17.4.0/tibco-reward-17-4-0_documentation.zip
zip_http_200,TIBCO® RTView®,6.8.0,https://docs.tibco.com/products/tibco-rtview-6-8-0,https://docs.tibco.com/pub/rtview/6.8.0/tibco-rtview-6-8-0_documentation.zip
zip_http_200,TIBCO® RTView®,6.0.0,https://docs.tibco.com/products/tibco-rtview-6-0-0,https://docs.tibco.com/pub/rtview/6.0.0-february-2012/tibco-rtview-6-0-0_documentation.zip
zip_http_200,TIBCO® RTView®,5.9.1,https://docs.tibco.com/products/tibco-rtview-5-9-1,https://docs.tibco.com/pub/rtview/5.9.1-august-2011/tibco-rtview-5-9-1_documentation.zip
