product_name,version,page_count,est_images,doc_names,last_modified,last_modified_year,current_or_legacy,l3_url
TIBCO BusinessConnect™ Container Edition - EDI Protocol powered by Instream®,1.6.0,358,286,Add Protocol Binding,2026-03-03,2026,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-businessconnect-container-edition-edi-protocol-powered-by-instream-1-6-0.xml
TIBCO Spotfire® Service for Python,1.0.0,1,0,TIBCO Spotfire®  Service Python Installation and Administration,2020-06-10,2020,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-0-0.xml
TIBCO Spotfire® Service for Python,1.0.1,1,0,TIBCO Spotfire® Service Python Installation and Administration,2020-09-11,2020,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-0-1.xml
TIBCO Spotfire® Service for Python,1.0.2,1,0,TIBCO Spotfire® Service Python Installation and Administration,2021-03-09,2021,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-0-2.xml
TIBCO Spotfire® Service for Python,1.0.3,52,41,Documentation and Support Services,2021-12-14,2021,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-0-3.xml
TIBCO Spotfire® Service for Python,1.0.4,53,42,Documentation and Support Services,2021-12-15,2021,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-0-4.xml
TIBCO Spotfire® Service for Python,1.0.5,53,42,Documentation and Support Services,2021-12-21,2021,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-0-5.xml
TIBCO Spotfire® Service for Python,1.0.6,53,42,Documentation and Support Services,2022-02-07,2022,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-0-6.xml
TIBCO Spotfire® Service for Python,1.0.7,53,42,Documentation and Support Services,2022-04-07,2022,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-0-7.xml
TIBCO Spotfire® Service for Python,1.0.8,53,42,Documentation and Support Services,2022-05-04,2022,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-0-8.xml
TIBCO Spotfire® Service for Python,1.11.0,62,49,Documentation and support services,2022-03-14,2022,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-11-0.xml
TIBCO Spotfire® Service for Python,1.11.1,62,49,Documentation and support services,2022-04-07,2022,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-11-1.xml
TIBCO Spotfire® Service for Python,1.12.0,63,50,Documentation and support services,2022-07-07,2022,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-12-0.xml
TIBCO Spotfire® Service for Python,1.12.2,63,50,Documentation and support services,2022-11-09,2022,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-12-2.xml
TIBCO Spotfire® Service for Python,1.12.3,63,50,Documentation and support services,2023-03-13,2023,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-12-3.xml
TIBCO Spotfire® Service for Python,1.12.3,63,50,Documentation and support services,2023-03-13,2023,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-12-3.xml
TIBCO Spotfire® Service for Python,1.12.4,63,50,Documentation and support services,2023-06-05,2023,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-12-4.xml
TIBCO Spotfire® Service for Python,1.12.4,63,50,Documentation and support services,2023-06-05,2023,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-12-4.xml
TIBCO Spotfire® Service for Python,1.13.0,64,51,Documentation and support services,2022-10-25,2022,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-13-0.xml
TIBCO Spotfire® Service for Python,1.14.0,53,42,Administrator Role,2022-12-21,2022,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-14-0.xml
TIBCO Spotfire® Service for Python,1.15.0,50,40,Documentation and support services,2023-03-09,2023,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-15-0.xml
TIBCO Spotfire® Service for Python,1.15.0,50,40,Documentation and support services,2023-03-09,2023,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-15-0.xml
TIBCO Spotfire® Service for Python,1.16.0,48,38,Documentation and support services,2023-06-30,2023,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-16-0.xml
TIBCO Spotfire® Service for Python,1.16.0,48,38,Documentation and support services,2023-06-30,2023,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-16-0.xml
TIBCO Spotfire® Service for Python,1.3.0,1,0,TIBCO Spotfire® Service Python Installation and Administration,2021-06-22,2021,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-3-0.xml
TIBCO Spotfire® Service for Python,1.3.1,55,44,Documentation and Support Services,2021-12-14,2021,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-3-1.xml
TIBCO Spotfire® Service for Python,1.3.10,55,44,Documentation and Support Services,2023-06-05,2023,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-3-10.xml
TIBCO Spotfire® Service for Python,1.3.10,55,44,Documentation and Support Services,2023-06-05,2023,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-3-10.xml
TIBCO Spotfire® Service for Python,1.3.2,55,44,Documentation and Support Services,2021-12-15,2021,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-3-2.xml
TIBCO Spotfire® Service for Python,1.3.3,55,44,Documentation and Support Services,2021-12-21,2021,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-3-3.xml
TIBCO Spotfire® Service for Python,1.3.4,55,44,Documentation and Support Services,2022-02-07,2022,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-3-4.xml
TIBCO Spotfire® Service for Python,1.3.5,55,44,Documentation and Support Services,2022-04-07,2022,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-3-5.xml
TIBCO Spotfire® Service for Python,1.3.6,55,44,Documentation and Support Services,2022-05-04,2022,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-3-6.xml
TIBCO Spotfire® Service for Python,1.3.7,55,44,Documentation and Support Services,2022-09-13,2022,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-3-7.xml
TIBCO Spotfire® Service for Python,1.3.8,55,44,Documentation and Support Services,2022-11-09,2022,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-3-8.xml
TIBCO Spotfire® Service for Python,1.3.9,55,44,Documentation and Support Services,2023-03-13,2023,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-3-9.xml
TIBCO Spotfire® Service for Python,1.3.9,55,44,Documentation and Support Services,2023-03-13,2023,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-service-for-python-1-3-9.xml
TIBCO ActiveSpaces® Enterprise Edition Add-on,2.1.2,1767,1413,,2016-08-16,2016,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-activespaces-enterprise-edition-add-on-2-1-2.xml
TIBCO ActiveSpaces® - Enterprise Edition,4.10.0,421,336,API Documentation for TIBCO ActiveSpaces,2025-11-04,2025,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-activespaces-enterprise-edition-4-10-0.xml
TIBCO ActiveSpaces® - Enterprise Edition,4.10.1,421,336,API Documentation for TIBCO ActiveSpaces,2025-11-04,2025,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-activespaces-enterprise-edition-4-10-1.xml
TIBCO ActiveSpaces® - Enterprise Edition,5.0.0,428,342,API Documentation for TIBCO ActiveSpaces,2025-02-26,2025,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-activespaces-enterprise-edition-5-0-0.xml
TIBCO ActiveSpaces® - Enterprise Edition,5.1.0,429,343,API Documentation for TIBCO ActiveSpaces,2025-05-23,2025,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-activespaces-enterprise-edition-5-1-0.xml
TIBCO ActiveMatrix® Adapter for Database,7.2.0,238,190,,2023-09-11,2023,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-activematrix-adapter-for-database-7-2-0.xml
TIBCO ActiveMatrix® Adapter for Database,7.2.1,467,373,Accessing Help Resources,2023-11-13,2023,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-activematrix-adapter-for-database-7-2-1.xml
TIBCO ActiveMatrix® Adapter for Database,7.3.1,468,374,Accessing Help Resources,2024-11-21,2024,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-activematrix-adapter-for-database-7-3-1.xml
TIBCO ActiveMatrix® Adapter for Database,7.3.2,467,373,Accessing Help Resources,2026-02-13,2026,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-activematrix-adapter-for-database-7-3-2.xml
TIBCO iProcess® Workspace (Browser),11.10.0,657,525,Action Processor Session,2025-05-27,2025,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-iprocess-workspace-browser-11-10-0.xml
TIBCO iProcess® Workspace (Browser),11.8.0,314,251,,2020-11-10,2020,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-iprocess-workspace-browser-11-8-0.xml
TIBCO iProcess® Workspace (Browser),11.9.0,656,524,Action Processor Session,2022-08-19,2022,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-iprocess-workspace-browser-11-9-0.xml
TIBCO BusinessEvents® Extreme,1.3.5,795,636,,2018-09-13,2018,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-businessevents-extreme-1-3-5.xml
TIBCO BusinessEvents® Extreme,1.3.6,795,636,,2019-03-23,2019,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-businessevents-extreme-1-3-6.xml
TIBCO iProcess® Technology Plug-ins,11.10.0,261,208,About the GUI Installer,2025-05-23,2025,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-iprocess-technology-plug-ins-11-10-0.xml
TIBCO iProcess® Technology Plug-ins,11.6.0,228,182,,2016-02-20,2016,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-iprocess-technology-plug-ins-11-6-0.xml
TIBCO iProcess® Technology Plug-ins,11.6.2,228,182,,2018-10-17,2018,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-iprocess-technology-plug-ins-11-6-2.xml
TIBCO iProcess® Technology Plug-ins,11.7.0,117,93,,2019-04-03,2019,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-iprocess-technology-plug-ins-11-7-0.xml
TIBCO iProcess® Technology Plug-ins,11.8.0,116,92,,2020-06-05,2020,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-iprocess-technology-plug-ins-11-8-0.xml
TIBCO iProcess® Technology Plug-ins,11.8.1,116,92,,2022-01-05,2022,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-iprocess-technology-plug-ins-11-8-1.xml
TIBCO iProcess® Technology Plug-ins,11.9.0,261,208,About the GUI Installer,2022-08-19,2022,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-iprocess-technology-plug-ins-11-9-0.xml
TIBCO iProcess® Technology Plug-ins,11.9.2,262,209,About the GUI Installer,2025-10-21,2025,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-iprocess-technology-plug-ins-11-9-2.xml
TIBCO Spotfire® Automation Services,10.0.0,124,99,,2018-11-01,2018,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-automation-services-10-0-0.xml
TIBCO Spotfire® Automation Services,10.1.0,127,101,TIBCO Spotfire® Automation Services User's Guide,2019-02-05,2019,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-automation-services-10-1-0.xml
TIBCO Spotfire® Automation Services,10.2.0,127,101,TIBCO Spotfire® Automation Services User's Guide,2019-05-15,2019,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-automation-services-10-2-0.xml
TIBCO Spotfire® Automation Services,7.10.0,123,98,,2020-03-26,2020,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-automation-services-7-10-0.xml
TIBCO Spotfire® Automation Services,7.10.1,122,97,,2017-09-07,2017,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-automation-services-7-10-1.xml
TIBCO Spotfire® Automation Services,7.11.0,122,97,TIBCO Spotfire® Automation Services User's Guide,2018-01-11,2018,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-automation-services-7-11-0.xml
TIBCO Spotfire® Automation Services,7.12.0,122,97,,2018-03-12,2018,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-automation-services-7-12-0.xml
TIBCO Spotfire® Automation Services,7.13.0,124,99,,2018-06-26,2018,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-automation-services-7-13-0.xml
TIBCO Spotfire® Automation Services,7.14.0,124,99,TIBCO Spotfire® Automation Services User's Guide,2018-08-17,2018,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-automation-services-7-14-0.xml
TIBCO Spotfire® Automation Services,7.8.0,127,101,,2020-03-26,2020,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-automation-services-7-8-0.xml
TIBCO Spotfire® Automation Services,7.9.0,123,98,TIBCO Spotfire® Automation Services User's Guide,2020-03-26,2020,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-automation-services-7-9-0.xml
TIBCO Spotfire® Automation Services,7.9.1,123,98,,2020-03-26,2020,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-spotfire-automation-services-7-9-1.xml
TIBCO BusinessConnect™ Container Edition,1.2.0,192,153,Introduction,2022-10-07,2022,Legacy,https://docs.tibco.com/ftp_portal/coveo/tibco-businessconnect-container-edition-1-2-0.xml
TIBCO BusinessConnect™ Container Edition,1.3.0,195,156,Introduction,2023-11-03,2023,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-businessconnect-container-edition-1-3-0.xml
TIBCO BusinessConnect™ Container Edition,1.4.0,201,160,Introduction,2024-06-25,2024,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-businessconnect-container-edition-1-4-0.xml
TIBCO BusinessConnect™ Container Edition,1.5.0,203,162,Introduction,2024-10-18,2024,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-businessconnect-container-edition-1-5-0.xml
TIBCO BusinessConnect™ Container Edition,1.6.0,203,162,Introduction,2025-05-08,2025,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-businessconnect-container-edition-1-6-0.xml
TIBCO BusinessConnect™ Container Edition,1.6.1,225,180,Introduction,2025-12-12,2025,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-businessconnect-container-edition-1-6-1.xml
TIBCO BusinessConnect™ Container Edition,1.7.0,219,175,Introduction,2026-03-03,2026,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-businessconnect-container-edition-1-7-0.xml
Spotfire® Service for Python,1.12.5,64,51,"Legal and Third-Party
               	 Notices",2023-09-28,2023,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-12-5.xml
Spotfire® Service for Python,1.12.6,64,51,"Legal and Third-Party
               	 Notices",2023-12-15,2023,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-12-6.xml
Spotfire® Service for Python,1.12.7,64,51,"Legal and Third-Party
               	 Notices",2024-03-07,2024,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-12-7.xml
Spotfire® Service for Python,1.12.8,64,51,"Legal and Third-Party
               	 Notices",2024-06-12,2024,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-12-8.xml
Spotfire® Service for Python,1.12.9,65,52,"Legal and Third-Party
               	 Notices",2024-09-20,2024,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-12-9.xml
Spotfire® Service for Python,1.17.0,51,40,Allowed engines,2023-11-07,2023,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-17-0.xml
Spotfire® Service for Python,1.17.1,51,40,Allowed engines,2023-12-15,2023,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-17-1.xml
Spotfire® Service for Python,1.17.10,52,41,Allowed engines,2025-12-18,2025,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-17-10.xml
Spotfire® Service for Python,1.17.11,52,41,Allowed engines,2026-04-13,2026,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-17-11.xml
Spotfire® Service for Python,1.17.2,51,40,Allowed engines,2024-03-07,2024,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-17-2.xml
Spotfire® Service for Python,1.17.3,51,40,Allowed engines,2024-04-16,2024,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-17-3.xml
Spotfire® Service for Python,1.17.4,51,40,Allowed engines,2024-06-12,2024,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-17-4.xml
Spotfire® Service for Python,1.17.5,52,41,Allowed engines,2024-09-19,2024,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-17-5.xml
Spotfire® Service for Python,1.17.6,52,41,Allowed engines,2024-11-29,2024,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-17-6.xml
Spotfire® Service for Python,1.17.7,52,41,Allowed engines,2025-04-04,2025,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-17-7.xml
Spotfire® Service for Python,1.17.8,52,41,Allowed engines,2025-06-12,2025,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-17-8.xml
Spotfire® Service for Python,1.17.9,52,41,Allowed engines,2025-10-17,2025,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-17-9.xml
Spotfire® Service for Python,1.21.0,50,40,Allowed engines,2024-06-12,2024,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-21-0.xml
Spotfire® Service for Python,1.21.1,51,40,Allowed engines,2024-11-29,2024,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-21-1.xml
Spotfire® Service for Python,1.21.2,51,40,Allowed engines,2025-04-04,2025,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-21-2.xml
Spotfire® Service for Python,1.22.0,51,40,Allowed engines,2025-06-11,2025,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-22-0.xml
Spotfire® Service for Python,1.23.0,51,40,Allowed engines,2025-10-17,2025,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-23-0.xml
Spotfire® Service for Python,1.23.1,51,40,Allowed engines,2025-12-18,2025,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-23-1.xml
Spotfire® Service for Python,1.23.2,51,40,Allowed engines,2026-04-13,2026,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-23-2.xml
Spotfire® Service for Python,1.24.0,51,40,Allowed engines,2025-12-18,2025,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-24-0.xml
Spotfire® Service for Python,1.25.0,51,40,Allowed engines,2026-04-13,2026,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-service-for-python-1-25-0.xml
TIBCO ActiveMatrix® Adapter for SAP,7.2.0,231,184,,2026-03-13,2026,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-activematrix-adapter-for-sap-7-2-0.xml
TIBCO ActiveMatrix® Adapter for SAP,7.2.1,231,184,,2026-03-13,2026,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-activematrix-adapter-for-sap-7-2-1.xml
TIBCO ActiveMatrix® Adapter for SAP,7.3.0,230,184,,2026-03-13,2026,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-activematrix-adapter-for-sap-7-3-0.xml
TIBCO ActiveMatrix® Adapter for SAP,7.3.1,230,184,,2026-03-13,2026,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-activematrix-adapter-for-sap-7-3-1.xml
TIBCO ActiveMatrix® Adapter for SAP,7.3.2,434,347,Adapter Advanced Features,2026-02-13,2026,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-activematrix-adapter-for-sap-7-3-2.xml
TIBCO Foresight® EDISIM®,6.21.0,1158,926,AddVar,2025-01-27,2025,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-foresight-edisim-6-21-0.xml
TIBCO BusinessConnect™ Container Edition - ebXML Protocol,1.0.0,223,178,AckRequested Element,2023-11-06,2023,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-businessconnect-container-edition-ebxml-protocol-1-0-0.xml
TIBCO BusinessConnect™ Container Edition - ebXML Protocol,1.1.0,229,183,AckRequested Element,2024-10-18,2024,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-businessconnect-container-edition-ebxml-protocol-1-1-0.xml
TIBCO BusinessConnect™ Container Edition - ebXML Protocol,1.2.0,229,183,AckRequested Element,2025-05-08,2025,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-businessconnect-container-edition-ebxml-protocol-1-2-0.xml
TIBCO BusinessConnect™ Container Edition - ebXML Protocol,1.2.1,229,183,AckRequested Element,2025-12-12,2025,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-businessconnect-container-edition-ebxml-protocol-1-2-1.xml
TIBCO BusinessConnect™ Container Edition - ebXML Protocol,1.3.0,229,183,AckRequested Element,2026-03-03,2026,Current,https://docs.tibco.com/ftp_portal/coveo/tibco-businessconnect-container-edition-ebxml-protocol-1-3-0.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.12.6,51,40,"Legal and Third-Party
               	 Notices",2023-12-15,2023,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-12-6.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.12.7,51,40,"Legal and Third-Party
               	 Notices",2024-03-04,2024,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-12-7.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.12.8,51,40,"Legal and Third-Party
               	 Notices",2024-06-12,2024,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-12-8.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.12.9,52,41,"Legal and Third-Party
               	 Notices",2024-09-23,2024,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-12-9.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.17.0,44,35,"Adding CRAN Packages to
               	 an existing SPK to put on Spotfire Server",2023-11-07,2023,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-17-0.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.17.1,44,35,"Adding CRAN Packages to
               	 an existing SPK to put on Spotfire Server",2023-12-14,2023,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-17-1.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.17.10,44,35,"Adding CRAN Packages to
               	 an existing SPK to put on Spotfire Server",2025-12-18,2025,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-17-10.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.17.11,44,35,"Adding CRAN Packages to
               	 an existing SPK to put on Spotfire Server",2026-04-13,2026,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-17-11.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.17.2,43,34,"Adding CRAN Packages to
               	 an existing SPK to put on Spotfire Server",2024-03-04,2024,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-17-2.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.17.3,43,34,"Adding CRAN Packages to
               	 an existing SPK to put on Spotfire Server",2024-04-16,2024,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-17-3.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.17.4,43,34,"Adding CRAN Packages to
               	 an existing SPK to put on Spotfire Server",2024-06-12,2024,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-17-4.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.17.5,44,35,"Adding CRAN Packages to
               	 an existing SPK to put on Spotfire Server",2024-09-23,2024,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-17-5.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.17.6,44,35,"Adding CRAN Packages to
               	 an existing SPK to put on Spotfire Server",2024-11-29,2024,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-17-6.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.17.7,44,35,"Adding CRAN Packages to
               	 an existing SPK to put on Spotfire Server",2025-04-04,2025,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-17-7.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.17.8,44,35,"Adding CRAN Packages to
               	 an existing SPK to put on Spotfire Server",2025-06-12,2025,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-17-8.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.17.9,44,35,"Adding CRAN Packages to
               	 an existing SPK to put on Spotfire Server",2025-10-17,2025,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-17-9.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.21.0,45,36,"Adding CRAN Packages to
               	 an existing SPK to put on Spotfire Server",2024-06-12,2024,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-21-0.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.21.1,46,36,"Adding CRAN Packages to
               	 an existing SPK to put on Spotfire Server",2024-11-29,2024,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-21-1.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.21.2,46,36,"Adding CRAN Packages to
               	 an existing SPK to put on Spotfire Server",2025-04-04,2025,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-21-2.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.22.0,46,36,"Adding CRAN Packages to
               	 an existing SPK to put on Spotfire Server",2025-06-12,2025,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-22-0.xml
Spotfire® Enterprise Runtime for R - Server Edition,1.23.0,45,36,"Adding CRAN Packages to
               	 an existing SPK to put on Spotfire Server",2025-10-17,2025,Current,https://docs.tibco.com/ftp_portal/coveo/spotfire-enterprise-runtime-for-r-server-edition-1-23-0.xml
