product_slug,product_name,product_page_url,version_count,bu,active_count,active_version_urls,archive_count,archive_zip_urls
spotfire-service-for-python,Spotfire® Service for Python,https://docs.tibco.com/products/spotfire-service-for-python,68,,32,https://docs.tibco.com/products/tibco-spotfire-service-for-python-1-3-9 | https://docs.tibco.com/products/tibco-spotfire-service-for-python-1-15-0 | https://docs.tibco.com/products/tibco-spotfire-service-for-python-1-12-3 | https://docs.tibco.com/products/tibco-spotfire-service-for-python-1-16-0 | https://docs.tibco.com/products/tibco-spotfire-service-for-python-1-12-4 | https://docs.tibco.com/products/tibco-spotfire-service-for-python-1-3-10 | https://docs.tibco.com/products/spotfire-service-for-python-1-17-0 | https://docs.tibco.com/products/spotfire-service-for-python-1-12-5 | https://docs.tibco.com/products/spotfire-service-for-python-1-17-1 | https://docs.tibco.com/products/spotfire-service-for-python-1-17-2 | https://docs.tibco.com/products/spotfire-service-for-python-1-12-6 | https://docs.tibco.com/products/spotfire-service-for-python-1-12-7 | https://docs.tibco.com/products/spotfire-service-for-python-1-17-3 | https://docs.tibco.com/products/spotfire-service-for-python-1-12-8 | https://docs.tibco.com/products/spotfire-service-for-python-1-21-0 | https://docs.tibco.com/products/spotfire-service-for-python-1-17-4 | https://docs.tibco.com/products/spotfire-service-for-python-1-22-0 | https://docs.tibco.com/products/spotfire-service-for-python-1-17-5 | https://docs.tibco.com/products/spotfire-service-for-python-1-12-9 | https://docs.tibco.com/products/spotfire-service-for-python-1-17-6 | https://docs.tibco.com/products/spotfire-service-for-python-1-21-1 | https://docs.tibco.com/products/spotfire-service-for-python-1-17-7 | https://docs.tibco.com/products/spotfire-service-for-python-1-21-2 | https://docs.tibco.com/products/spotfire-service-for-python-1-17-8 | https://docs.tibco.com/products/spotfire-service-for-python-1-23-0 | https://docs.tibco.com/products/spotfire-service-for-python-1-17-9 | https://docs.tibco.com/products/spotfire-service-for-python-1-24-0 | https://docs.tibco.com/products/spotfire-service-for-python-1-17-10 | https://docs.tibco.com/products/spotfire-service-for-python-1-23-1 | https://docs.tibco.com/products/spotfire-service-for-python-1-25-0 | https://docs.tibco.com/products/spotfire-service-for-python-1-17-11 | https://docs.tibco.com/products/spotfire-service-for-python-1-23-2,35,https://docs.tibco.com/pub/sf-pysrv/spotfire-service-for-python-1-20-0_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/spotfire-service-for-python-1-19-0_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/spotfire-service-for-python-1-18-0_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-14-0_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-13-0_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-12-2_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-12-1_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-12-0_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-11-1_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-11-0_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-10-0_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-5-2_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-5-1_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-5-0_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-4-0_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/spotfire-service-for-python-1-3-11_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-3-8_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-3-7_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-3-6_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-3-5_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-3-4_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-3-3_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-3-2_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-3-1_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-3-0_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-2-0_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-0-8_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-0-7_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-0-6_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-0-5_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-0-4_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-0-3_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-0-2_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-0-1_documentation.zip | https://docs.tibco.com/pub/sf-pysrv/tibco-spotfire-service-for-python-1-0-0_documentation.zip
spotfire-service-for-r,Spotfire® Service for R,https://docs.tibco.com/products/spotfire-service-for-r,25,,22,https://docs.tibco.com/products/tibco-spotfire-service-for-r-1-16-0 | https://docs.tibco.com/products/spotfire-service-for-r-1-17-0 | https://docs.tibco.com/products/spotfire-service-for-r-1-17-1 | https://docs.tibco.com/products/spotfire-service-for-r-1-17-2 | https://docs.tibco.com/products/spotfire-service-for-r-1-17-3 | https://docs.tibco.com/products/spotfire-service-for-r-1-21-0 | https://docs.tibco.com/products/spotfire-service-for-r-1-17-4 | https://docs.tibco.com/products/spotfire-service-for-r-1-22-0 | https://docs.tibco.com/products/spotfire-service-for-r-1-17-5 | https://docs.tibco.com/products/spotfire-service-for-r-1-17-6 | https://docs.tibco.com/products/spotfire-service-for-r-1-21-1 | https://docs.tibco.com/products/spotfire-service-for-r-1-17-7 | https://docs.tibco.com/products/spotfire-service-for-r-1-21-2 | https://docs.tibco.com/products/spotfire-service-for-r-1-17-8 | https://docs.tibco.com/products/spotfire-service-for-r-1-23-0 | https://docs.tibco.com/products/spotfire-service-for-r-1-17-9 | https://docs.tibco.com/products/spotfire-service-for-r-1-24-0 | https://docs.tibco.com/products/spotfire-service-for-r-1-17-10 | https://docs.tibco.com/products/spotfire-service-for-r-1-23-1 | https://docs.tibco.com/products/spotfire-service-for-r-1-25-0 | https://docs.tibco.com/products/spotfire-service-for-r-1-17-11 | https://docs.tibco.com/products/spotfire-service-for-r-1-23-2,3,https://docs.tibco.com/pub/sf-rsrv/spotfire-service-for-r-1-20-0_documentation.zip | https://docs.tibco.com/pub/sf-rsrv/spotfire-service-for-r-1-19-0_documentation.zip | https://docs.tibco.com/pub/sf-rsrv/spotfire-service-for-r-1-18-0_documentation.zip
spotfire-service-for-statistica,Spotfire® Service for Statistica®,https://docs.tibco.com/products/spotfire-service-for-statistica,3,,3,https://docs.tibco.com/products/spotfire-service-for-statistica-14-4-0 | https://docs.tibco.com/products/spotfire-service-for-statistica-14-2-0 | https://docs.tibco.com/products/spotfire-service-for-statistica-14-3-0,0,
spotfire-statistics-services,Spotfire® Statistics Services,https://docs.tibco.com/products/spotfire-statistics-services,60,,12,https://docs.tibco.com/products/tibco-spotfire-statistics-services-11-4-11 | https://docs.tibco.com/products/tibco-spotfire-statistics-services-12-0-3 | https://docs.tibco.com/products/tibco-spotfire-statistics-services-12-3-0 | https://docs.tibco.com/products/tibco-spotfire-statistics-services-12-3-1 | https://docs.tibco.com/products/tibco-spotfire-statistics-services-12-0-4 | https://docs.tibco.com/products/tibco-spotfire-statistics-services-11-4-12 | https://docs.tibco.com/products/tibco-spotfire-statistics-services-12-0-5 | https://docs.tibco.com/products/tibco-spotfire-statistics-services-11-4-13 | https://docs.tibco.com/products/tibco-spotfire-statistics-services-12-0-6 | https://docs.tibco.com/products/spotfire-statistics-services-14-0-0 | https://docs.tibco.com/products/tibco-spotfire-statistics-services | https://docs.tibco.com/products/spotfire-statistics-services-12-0-9,48,https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-12-2-0_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-12-1-0_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/spotfire-statistics-services-12-0-8_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/spotfire-statistics-services-12-0-7_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-12-0-2_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-12-0-1_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-12-0-0_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-8-1_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-8-0_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-7-0_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-6-2_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-6-1_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-6-0_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-5-0_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-4-10_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-4-9_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-4-8_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-4-7_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-4-6_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-4-5_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-4-4_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-4-3_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-4-2_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-4-1_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-4-0_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-3-0_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-2-0_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-11-1-0_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-10-10-10_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-10-10-9_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-10-10-8_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-10-10-7_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-10-10-6_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-10-10-5_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-10-10-4_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-10-10-3_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-10-10-2_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-10-10-1_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-10-10-0_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-10-3-1_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-10-3-0_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-10-0-1_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-10-0-0_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-7-11-2_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-7-11-1_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-7-11-0_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-7-5-0_documentation.zip | https://docs.tibco.com/pub/sf_statsvcs/tibco-spotfire-statistics-services-7-0-0_documentation.zip
tibbr-for-ios,tibbr® for iOS,https://docs.tibco.com/products/tibbr-for-ios,3,,0,,3,https://docs.tibco.com/pub/tibbr_iOS/tibbr-for-ios-6-4-0_documentation.zip | https://docs.tibco.com/pub/tibbr_iOS/tibbr-for-ios-6-3-0_documentation.zip | https://docs.tibco.com/pub/tibbr_iOS/tibbr-for-ios-6-2-1_documentation.zip
tibbr-for-microsoft-outlook,tibbr® for Microsoft Outlook,https://docs.tibco.com/products/tibbr-for-microsoft-outlook,1,,0,,1,https://docs.tibco.com/pub/tibbr-msoutlook/tibbr-for-microsoft-outlook-1-0-0_documentation.zip
tibbr-for-microsoft-sharepoint,tibbr® for Microsoft SharePoint,https://docs.tibco.com/products/tibbr-for-microsoft-sharepoint,1,,0,,1,https://docs.tibco.com/pub/tibbr-mss/tibbr-for-microsoft-sharepoint-5-1-0_documentation.zip
tibbr-for-salesforce-com-app,tibbr® for Salesforce.com App,https://docs.tibco.com/products/tibbr-for-salesforce-com-app,4,,0,,4,https://docs.tibco.com/pub/tibbr-salesforce-app/tibbr-for-salesforce-com-app-1-2-0_documentation.zip | https://docs.tibco.com/pub/tibbr-salesforce-app/tibbr-for-salesforce-com-app-1-1-0_documentation.zip | https://docs.tibco.com/pub/tibbr-salesforce-app/tibbr-for-salesforce-com-app-1-0-1_documentation.zip | https://docs.tibco.com/pub/tibbr-salesforce-app/tibbr-for-salesforce-com-app-1-0-0_documentation.zip
tibbr-ideas,tibbr® Ideas,https://docs.tibco.com/products/tibbr-ideas,2,,0,,2,https://docs.tibco.com/pub/tibbr-ideas/tibbr-ideas-2-2-0_documentation.zip | https://docs.tibco.com/pub/tibbr-ideas/tibbr-ideas-2-1-0_documentation.zip
tibbr-pages,tibbr® Pages,https://docs.tibco.com/products/tibbr-pages,4,,0,,4,https://docs.tibco.com/pub/tibbr-pages/tibbr-pages-2-0-0_documentation.zip | https://docs.tibco.com/pub/tibbr-pages/tibbr-pages-1-2-0_documentation.zip | https://docs.tibco.com/pub/tibbr-pages/tibbr-pages-1-1-0_documentation.zip | https://docs.tibco.com/pub/tibbr-pages/tibbr-pages-app-1-0-0_documentation.zip
tibbr-tasks,tibbr® Tasks,https://docs.tibco.com/products/tibbr-tasks,3,,0,,3,https://docs.tibco.com/pub/tibbr-tasks/tibbr-tasks-1-2-0_documentation.zip | https://docs.tibco.com/pub/tibbr-tasks/tibbr-tasks-1-1-0_documentation.zip | https://docs.tibco.com/pub/tibbr-tasks/tibbr-tasks-1-0-1_documentation.zip
"tibbr,-tibbr-service,-tibbr-community,-and-tibbrcommunity-service","tibbr®, tibbr® Service, tibbr® Community, and tibbr®Community Service","https://docs.tibco.com/products/tibbr,-tibbr-service,-tibbr-community,-and-tibbrcommunity-service",10,,1,"https://docs.tibco.com/products/tibbr,-tibbr-service,-tibbr-community,-and-tibbrcommunity-service-8-0-0",9,"https://docs.tibco.com/pub/tibbr/tibbr,-tibbr-service,-tibbr-community,-and-tibbrcommunity-service-7-1-0_documentation.zip | https://docs.tibco.com/pub/tibbr/tibbr,-tibbr-service,-tibbr-community,-and-tibbrcommunity-service-7-0-1_documentation.zip | https://docs.tibco.com/pub/tibbr/tibbr,-tibbr-service,-tibbr-community,-and-tibbrcommunity-service-7-0-0_documentation.zip | https://docs.tibco.com/pub/tibbr/tibbr,-tibbr-service,-tibbr-community,-and-tibbrcommunity-service-6-0-2_documentation.zip | https://docs.tibco.com/pub/tibbr/tibbr,-tibbr-service,-tibbr-community,-and-tibbrcommunity-service-6-0-1_documentation.zip | https://docs.tibco.com/pub/tibbr/tibbr,-tibbr-service,-tibbr-community,-and-tibbr-community-service-5-1-1_documentation.zip | https://docs.tibco.com/pub/tibbr/tibbr,-tibbr-service,-tibbr-community,-and-tibbr-community-service-5-1-0_documentation.zip | https://docs.tibco.com/pub/tibbr/tibbr,-tibbr-service,-tibbr-community,-and-tibbr-community-service-5-0-1_documentation.zip | https://docs.tibco.com/pub/tibbr/tibbr,-tibbr-service,-tibbr-community,-and-tibbr-community-service-4-1-2_documentation.zip"
tibco-activematrix-adapter-for-sap-tibco-business-studio,TIBCO ActiveMatrix Adapter for SAP (TIBCO Business Studio),https://docs.tibco.com/products/tibco-activematrix-adapter-for-sap-tibco-business-studio,2,,2,https://docs.tibco.com/products/tibco-activematrix-adapter-for-sap-tibco-business-studio-1-3-0 | https://docs.tibco.com/products/tibco-activematrix-adapter-for-sap-tibco-business-studio-1-2-0,0,
tibco-activematrix-businessworks-plug-in-for-ibm-i,TIBCO ActiveMatrix BusinessWorks Plug-in for IBM i,https://docs.tibco.com/products/tibco-activematrix-businessworks-plug-in-for-ibm-i,9,,1,https://docs.tibco.com/products/tibco-activematrix-businessworks-plug-in-for-ibm-i-7-3-0,8,https://docs.tibco.com/pub/bwpluginibmi/tibco-activematrix-businessworks-plug-in-for-ibm-i-7-2-2_documentation.zip | https://docs.tibco.com/pub/bwpluginibmi/tibco-activematrix-businessworks-plug-in-for-ibm-i-7-2-1_documentation.zip | https://docs.tibco.com/pub/bwpluginibmi/tibco-activematrix-businessworks-plug-in-for-ibm-i-7-2-0_documentation.zip | https://docs.tibco.com/pub/bwpluginibmi/tibco-activematrix-businessworks-plug-in-for-ibm-i-7-1-1_documentation.zip | https://docs.tibco.com/pub/bwpluginibmi/tibco-activematrix-businessworks-plug-in-for-ibm-i-7-1-0_documentation.zip | https://docs.tibco.com/pub/bwpluginibmi/tibco-activematrix-businessworks-plug-in-for-ibm-i-7-0-2_documentation.zip | https://docs.tibco.com/pub/bwpluginibmi/tibco-activematrix-businessworks-plug-in-for-ibm-i-7-0-1_documentation.zip | https://docs.tibco.com/pub/activematrix-businessworks-plugin-for-ibmi/tibco-activematrix-businessworks-plug-in-for-ibm-i-7-0-0_documentation.zip
tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm,TIBCO ActiveMatrix BusinessWorks Plug-in for Microsoft Dynamics CRM,https://docs.tibco.com/products/tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm,19,,5,https://docs.tibco.com/products/tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm-6-7-0 | https://docs.tibco.com/products/tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm-6-9-3 | https://docs.tibco.com/products/tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm-6-9-4 | https://docs.tibco.com/products/tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm-6-10-0 | https://docs.tibco.com/products/tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm-6-10-1,14,https://docs.tibco.com/pub/bwplugindynamicscrm/tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm-6-9-2_documentation.zip | https://docs.tibco.com/pub/bwplugindynamicscrm/tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm-6-9-1_documentation.zip | https://docs.tibco.com/pub/bwplugindynamicscrm/tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm-6-9-0_documentation.zip | https://docs.tibco.com/pub/bwplugindynamicscrm/tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm-6-8-1_documentation.zip | https://docs.tibco.com/pub/bwplugindynamicscrm/tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm-6-8-0_documentation.zip | https://docs.tibco.com/pub/bwplugindynamicscrm/tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm-6-6-0_documentation.zip | https://docs.tibco.com/pub/bwplugindynamicscrm/tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm-6-5-0_documentation.zip | https://docs.tibco.com/pub/bwplugindynamicscrm/tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm-6-4-0_documentation.zip | https://docs.tibco.com/pub/bwplugindynamicscrm/tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm-6-3-1_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks_plugin_for_dynamicscrm/tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm-6-3-0_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks_plugin_for_dynamicscrm/tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm-6-2-0_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks_plugin_for_dynamicscrm/tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm-6-1-0_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks_plugin_for_dynamicscrm/tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm-6-0-1_documentation.zip | https://docs.tibco.com/pub/activematrix-businessworks-plugin-for-dynamicscrm/tibco-activematrix-businessworks-plug-in-for-microsoft-dynamics-crm-6-0-0_documentation.zip
tibco-activematrix-businessworks,TIBCO ActiveMatrix BusinessWorks™,https://docs.tibco.com/products/tibco-activematrix-businessworks,45,,11,https://docs.tibco.com/products/tibco-activematrix-businessworks-5-14-0 | https://docs.tibco.com/products/tibco-activematrix-businessworks-5-15-0 | https://docs.tibco.com/products/tibco-activematrix-businessworks-5-14-1 | https://docs.tibco.com/products/tibco-activematrix-businessworks-6-9-1 | https://docs.tibco.com/products/tibco-activematrix-businessworks-6-10-0 | https://docs.tibco.com/products/tibco-activematrix-businessworks-5-15-1 | https://docs.tibco.com/products/tibco-activematrix-businessworks-5-16-0 | https://docs.tibco.com/products/tibco-activematrix-businessworks-6-11-0 | https://docs.tibco.com/products/tibco-activematrix-businessworks-5-16-1 | https://docs.tibco.com/products/tibco-activematrix-businessworks-6-12-0 | https://docs.tibco.com/products/tibco-activematrix-businessworks-6-13-0,34,https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-9-0_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-8-1_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-8-0_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-7-0_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-6-1_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-6-0_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-5-1_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-5-0_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-4-2_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-4-1_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-4-0_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-3-5_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-3-4_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-3-3_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-3-2_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-3-1_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-3-0_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-2-2_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-2-1_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-2-0_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-1-1_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-6-1-0_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-5-13-2_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-5-13-1_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-5-13-0_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-5-12-0_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-5-11-0_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-5-10-0_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-5-9-3_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-5-9-2_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-5-9-0_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-5-8-0_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-5-7-2_documentation.zip | https://docs.tibco.com/pub/activematrix_businessworks/tibco-activematrix-businessworks-5-7-1_documentation.zip
tibco-activematrix-businessworks-activeaspects-plug-in,TIBCO ActiveMatrix BusinessWorks™ ActiveAspects Plug-in,https://docs.tibco.com/products/tibco-activematrix-businessworks-activeaspects-plug-in,3,,3,https://docs.tibco.com/products/tibco-activematrix-businessworks-activeaspects-plug-in-1-2 | https://docs.tibco.com/products/tibco-activematrix-businessworks-activeaspects-plug-in-1-1 | https://docs.tibco.com/products/tibco-activematrix-businessworks-activeaspects-plug-in-1-0,0,
tibco-activematrix-businessworks-bpel-extension,TIBCO ActiveMatrix BusinessWorks™ BPEL Extension,https://docs.tibco.com/products/tibco-activematrix-businessworks-bpel-extension,4,,4,https://docs.tibco.com/products/tibco-activematrix-businessworks-bpel-extension-5-9 | https://docs.tibco.com/products/tibco-activematrix-businessworks-bpel-extension-5-7-0 | https://docs.tibco.com/products/tibco-activematrix-businessworks-bpel-extension-5-7-1 | https://docs.tibco.com/products/tibco-activematrix-businessworks-bpel-extension-5-8-0,0,
