file_path,table_index,row_count,col_count,categories,high_risk,near_heading,other_block_tags,content_preview
pub/bwpluginas/8.1.1/doc/html/users-guide/delete.htm,1,4,3,IMAGE_IN_CELL,,General,,Field Module Property? Description Name No Specifies the name to be displayed as the label for the activity in the proce
pub/bwpluginas/8.1.1/doc/html/users-guide/delete.htm,2,5,3,SIMPLE,,Advanced,,Field Module Property? Description Batch Delete Operation No Specifies if you want to execute delete operations as a bat
pub/bwpluginas/8.1.1/doc/html/users-guide/delete.htm,3,2,3,NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Output,,Output Item Data Type Description ResultList String Specifies the HasError boolean value and the result. The result cont
pub/bwpluginas/8.1.1/doc/html/users-guide/delete.htm,4,3,3,SIMPLE,,Fault,,Error Schema Element Data Type Description msg String The plug-in error message. msgCode String The plug-in error code.
pub/bwpluginas/8.1.1/doc/html/users-guide/error-codes.htm,1,7,4,SIMPLE,,Error Codes for Shared Resources,,Error Code and Error Message Category Description Solution 500001 Cannot get Table Fields Definition [{0}]. BW-Plug-in T
pub/bwpluginas/8.1.1/doc/html/users-guide/error-codes.htm,2,16,4,MULTI_PARAGRAPH,,Error Codes for Activities,,Error Code and Error Message Category Description Solution 500000 ERROR_AS_ERROR={0} BW-Plug-in An error occurs in Activ
pub/bwpluginas/8.1.1/doc/html/users-guide/get.htm,1,4,3,IMAGE_IN_CELL,,General,,Field Module Property? Description Name No Specifies the name to be displayed as the label for the activity in the proce
pub/bwpluginas/8.1.1/doc/html/users-guide/get.htm,2,5,3,SIMPLE,,Advanced,,Field Module Property? Description Batch Get Operation No Specifies if you want to execute get operations as a batch. Op
pub/bwpluginas/8.1.1/doc/html/users-guide/get.htm,3,2,3,NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Output,,Output Item Data Type Description ResultList String Specifies the HasError boolean value and the result. The result cont
pub/bwpluginas/8.1.1/doc/html/users-guide/get.htm,4,3,3,SIMPLE,,Fault,,Error Schema Element Data Type Description msg String The plug-in error message. msgCode String The plug-in error code.
pub/bwpluginas/8.1.1/doc/html/users-guide/log-levels-.htm,1,4,2,SIMPLE,,Log Levels,,Log Level Description Debug Indicates a developer-defined tracing message. Warn Indicates that an abnormal condition occ
pub/bwpluginas/8.1.1/doc/html/users-guide/put.htm,1,4,3,IMAGE_IN_CELL,,General,,Field Module Property? Description Name No Specifies the name to be displayed as the label for the activity in the proce
pub/bwpluginas/8.1.1/doc/html/users-guide/put.htm,2,7,3,NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Advanced,,Field Module Property? Description Global TTL for All Rows No Specifies the time to live for the rows that you want to p
pub/bwpluginas/8.1.1/doc/html/users-guide/put.htm,3,2,3,NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Output,,Output Item Data Type Description ResultList String Specifies the HasError boolean value and the result. The result cont
pub/bwpluginas/8.1.1/doc/html/users-guide/put.htm,4,3,3,SIMPLE,,Fault,,Error Schema Element Data Type Description msg String The plug-in error message. msgCode String The plug-in error code.
pub/bwpluginas/8.1.1/doc/html/users-guide/query.htm,1,4,3,IMAGE_IN_CELL,,General,,Field Module Property? Description Name No Specifies the name to be displayed as the label for the activity in the proce
pub/bwpluginas/8.1.1/doc/html/users-guide/query.htm,2,7,3,MULTI_PARAGRAPH|NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Input,,Input Item Data Type Description Filter String Optional: Specifies a filter string. A filter query only returns the entr
pub/bwpluginas/8.1.1/doc/html/users-guide/query.htm,3,2,3,NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Output,,"Output Item Data Type Description Activity output String Specifies the HasError value, the error, the total count, and t"
pub/bwpluginas/8.1.1/doc/html/users-guide/query.htm,4,3,3,SIMPLE,,Fault,,Error Schema Element Data Type Description msg String The plug-in error message. msgCode String The plug-in error code.
pub/bwpluginas/8.1.1/doc/html/users-guide/querybysql.htm,1,4,3,IMAGE_IN_CELL,,General,,Field Module Property? Description Name No Specifies the name to be displayed as the label for the activity in the proce
pub/bwpluginas/8.1.1/doc/html/users-guide/querybysql.htm,2,6,3,NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Input,,Input Item Data Type Description sql String Specifies a SQL query statement. You can use CASE expressions in the SELECT 
pub/bwpluginas/8.1.1/doc/html/users-guide/querybysql.htm,3,2,3,LIST_IN_CELL|NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Output,,"Output Item Data Type Description Activity output String Specifies the HasError value, the error, the total count, and t"
pub/bwpluginas/8.1.1/doc/html/users-guide/querybysql.htm,4,3,3,SIMPLE,,Fault,,Error Schema Element Data Type Description msg String The plug-in error message. msgCode String The plug-in error code.
pub/bwpluginas/8.1.1/doc/html/users-guide/table-connection-parameters.htm,1,5,3,LIST_IN_CELL|MERGED_CELLS|NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Configuration,,Field Module Property? Description Name No Specifies a name for the Table shared resource. The name must start with a le
pub/bwpluginas/8.1.1/doc/html/users-guide/table-connection-parameters.htm,2,2,3,IMAGE_IN_CELL|NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Key Definition,,Field Module Property? Description Key Field Names No Click to select the key fields. Note: If the name of a field that 
pub/bwpluginas/8.1.1/doc/html/users-guide/table-connection-parameters.htm,3,3,2,IMAGE_IN_CELL,,Index Definition,,Field Description Index Name Specifies the name of an index. The index name is a string and must start with a letter or 
pub/bwpluginas/8.1.1/doc/html/users-guide/table-connection-parameters.htm,4,3,2,SIMPLE,,Expiration Settings,,Field Description Time to Live (seconds) Specifies the time for which rows remain in the table. Expiration Scan Period (
pub/bwpluginas/8.1.1/doc/html/users-guide/tablelistener.htm,1,3,3,IMAGE_IN_CELL,,General,,Field Module Property? Description Name No Specifies the name to be displayed as the label for the activity in the proce
pub/bwpluginas/8.1.1/doc/html/users-guide/tablelistener.htm,2,7,3,SIMPLE,,Advanced,,Field Module Property? Description Sequence Key No Specifies the XPath that determines the job sequence order. Matching 
pub/bwpluginas/8.1.1/doc/html/users-guide/tablelistener.htm,3,2,3,SIMPLE,,Output,,Output Item Data Type Description Activity output String Specifies the table events based on the filter provided. The ta
pub/bwpluginas/8.1.1/doc/html/users-guide/update.htm,1,4,3,IMAGE_IN_CELL,,General,,Field Module Property? Description Name No Specifies the name to be displayed as the label for the activity in the proce
pub/bwpluginas/8.1.1/doc/html/users-guide/update.htm,2,4,3,SIMPLE,,Advanced,,Field Module Property? Description Generate Update Output No Specifies the output schema and also indicates if there was
pub/bwpluginas/8.1.1/doc/html/users-guide/update.htm,3,2,3,NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Output,,Output Item Data Type Description ResultList String Specifies the HasError boolean value and the result. The result cont
pub/bwpluginas/8.1.1/doc/html/users-guide/update.htm,4,3,3,SIMPLE,,Fault,,Error Schema Element Data Type Description msg String The plug-in error message. msgCode String The plug-in error code.
pub/bwpluginas/8.1.1/doc/html/users-guide/working-with-queryandquerybysql.htm,1,4,2,CODE_IN_CELL,,Working with QueryAndQueryBySQL,,Activity Description Put Stores a batch of rows into the table. Query Queries rows in the table with filter id>0 . Query
pub/bwpluginas/8.1.1/doc/html/users-guide/working-with-the-databasecache-project-.htm,1,11,2,SIMPLE,,Working with the DatabaseCache Project,,Activity Description FilePoller Reads the input.txt file to monitor if an input ID or the key specified in the table is 
pub/bwpluginas/8.1.1/doc/html/users-guide/working-with-the-iterateresultset-project.htm,1,5,2,LIST_IN_CELL,,Working with the IterateResultSet Project,,Activity Description Start Starts the process. Put Stores a batch of rows into the table. If an error occurs during the 
pub/bwpluginawsredshift/6.1.0/doc/html/installation/installation-modes.htm,1,4,3,SIMPLE,,Installation Modes and Procedures,,"Installation Mode Description Reference GUI In GUI mode, the installer contains panels where you can select a product, p"
pub/bwpluginawsredshift/6.1.0/doc/html/installation/installation-troubleshooting.htm,1,4,2,SIMPLE,,Troubleshooting Installation,,Platform Location Microsoft Windows C:\Users\ username \.TIBCO\ install_timestamp Linux user_home_dir /.TIBCO/ install_t
pub/bwpluginawsredshift/6.1.0/doc/html/installation/plugin-adding-to-bwce.htm,1,2,2,LIST_IN_CELL,,Adding the Plug-in to TIBCO BusinessWorks™ Container Edition,,Platform Reference Docker or Docker-based platforms Application Development for Docker section: Creating the TIBCO Busin
pub/bwpluginawsredshift/6.1.0/doc/html/installation/plugin-installation-components.htm,1,3,2,MULTI_PARAGRAPH|NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Installation Components and Profiles,,Component Description TIBCO ActiveMatrix BusinessWorks™ Plug-in for Amazon Redshift Design This component includes the p
pub/bwpluginawsredshift/6.1.0/doc/html/installation/plugin-installation-environment.htm,1,4,2,SIMPLE,,Installation Environment,,Property Description Directory Identifies the directory where the product is installed. TIBCO_HOME It is the top-level i
pub/bwpluginawsredshift/6.1.0/doc/html/installation/plugin-installation-requirements.htm,1,4,2,SIMPLE,,Installation Account and Permission Requirements,,Platform Account Privileges Microsoft Windows Only users with administrator privileges can install the plug-in. If you d
pub/bwpluginawsredshift/6.1.0/doc/html/installation/plugin-installation-requirements.htm,2,3,2,MULTI_PARAGRAPH,,Software Requirements,,Software Description TIBCO ActiveMatrix BusinessWorks™ Required. ActiveMatrix BusinessWorks supports your integration pr
pub/bwpluginawsredshift/6.1.0/doc/html/installation/plugin-installation-update-sites.htm,1,4,3,SIMPLE,,Installing by Using an Update Site,,Installation method Description Reference Public update site You can install the plug-in from within TIBCO Business Stud
pub/bwpluginawsredshift/6.1.0/doc/html/installation/plugin-installing-local-update-site.htm,1,3,2,SIMPLE,,Installing the Plug-in by Using a Local Update Site or Directory,,Platform Step Microsoft Windows Click Start > All Programs > TIBCO > TIBCO_HOME > TIBCO Business Studio <studio_version>
pub/bwpluginawsredshift/6.1.0/doc/html/installation/plugin-installing-plugins-manager.htm,1,3,2,SIMPLE,,Installing the Plug-in by Using BusinessWorks Plug-ins Manager,,Platform Step Microsoft Windows Click Start > All Programs > TIBCO > TIBCO_HOME > TIBCO Business Studio <studio_version>
pub/bwpluginawsredshift/6.1.0/doc/html/installation/plugin-installing-public-update-site.htm,1,3,2,SIMPLE,,Installing the Plug-in by Using the Public Update Site,,Platform Step Microsoft Windows Click Start > All Programs > TIBCO > TIBCO_HOME > TIBCO Business Studio <studio_version>
pub/bwpluginawsredshift/6.1.0/doc/html/installation/plugin-installing-silent-mode.htm,1,1,3,FAKE_LIST,,,,
pub/bwpluginawsredshift/6.1.0/doc/html/installation/plugin-installing-silent-mode.htm,2,1,3,FAKE_LIST,,,,
pub/bwpluginawsredshift/6.1.0/doc/html/installation/plugin-uninstallation-update-sites.htm,1,3,3,SIMPLE,,Uninstalling by Using an Update Site,,Uninstallation method Description Reference Uninstall using the public update site You can uninstall the plug-in from wi
pub/bwpluginawsredshift/6.1.0/doc/html/installation/plugin-uninstalling-gui-mode.htm,1,3,2,CODE_IN_CELL,,Uninstalling in GUI Mode,,Option Description Custom Uninstall You can select the products to be removed. Typical Uninstall You cannot select the p
pub/bwpluginawsredshift/6.1.0/doc/html/installation/plugin-uninstalling-plugins-manager.htm,1,3,2,SIMPLE,,Uninstalling the Plug-in by Using BusinessWorks Plug-ins Manager,,Platform Step Microsoft Windows Click Start > All Programs > TIBCO > TIBCO_HOME > TIBCO Business Studio <studio_version>
pub/bwpluginawsredshift/6.1.0/doc/html/installation/plugin-uninstalling-silent-mode.htm,1,5,2,CODE_IN_CELL,,Uninstalling in Silent Mode,,Command-Line Options Description uninstallTIBCOHome The path to the TIBCO_HOME where you want to run the uninstaller. Th
pub/bwpluginawsredshift/6.1.0/doc/html/installation/plugin-uninstalling-update-site.htm,1,3,2,SIMPLE,,Uninstalling the Plug-in by Using the Public Update Site or Local Update Site,,Platform Step Microsoft Windows Click Start > All Programs > TIBCO > TIBCO_HOME > TIBCO Business Studio <studio_version>
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/business-studio-overview.htm,1,7,2,CODE_IN_CELL|IMAGE_IN_CELL|LIST_IN_CELL,,Overview of TIBCO Business Studio for BusinessWorks,,"UI Element Description Menu Contains menu items such as File, Edit, Navigate, Search, Project, Run, Window, and Help. To"
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/configurations-for-project.htm,1,5,2,CODE_IN_CELL|LIST_IN_CELL|MULTI_PARAGRAPH,,Configurations for XX,,"Activity Description Put Stores a batch of tuples into the space. If an error occurs during the Put operation, the group"
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/connection-configuration.htm,1,4,3,SIMPLE,,General,,Field Module property? Description Package No The name of the package where the shared resource is added. Name No The na
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/connection-configuration.htm,2,15,4,CODE_IN_CELL|LIST_IN_CELL|MERGED_CELLS|MULTI_PARAGRAPH|NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Redshift Connection,,Condition Applicable Field Module Property? Description N/A AWS Region Yes The AWS region in which the cluster is locate
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/connection-configuration.htm,3,5,3,MULTI_PARAGRAPH,,Amazon Connection Advanced Configuration,,Field Module Property? Description Connection Timeout in seconds Yes Number of milliseconds that the attempt to create a
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/connection-configuration.htm,4,3,2,LIST_IN_CELL|MERGED_CELLS,,User Privileges,,Permissions Resources All permissions for Redshift Redshift Cluster Database user Database user groups used in plug-in o
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/creating-a-project.htm,1,3,2,CODE_IN_CELL,,Creating a Project,,Platform Step Microsoft Windows Click Start > All Programs > TIBCO > TIBCO_HOME > TIBCO Business Studio <version> > Stud
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/data-change-polling-activity.htm,1,7,3,IMAGE_IN_CELL,,General,,Property Module Property? Description Name No The name that is displayed as the label for the shared resource in the pro
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/data-change-polling-activity.htm,2,6,3,NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Advanced,,Property Module Property? Description Sequence Key No It contains an XPath expression that specifies the processes that 
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/data-change-polling-activity.htm,3,5,3,SIMPLE,,Output,,Output Item Data Type Description status? string Provides a success or failure error_message? string Provides an error m
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/data-change-polling-activity.htm,4,3,3,SIMPLE,,Fault,,Error Schema Element Data Type Description msg string The error message returned by the plug-in. msgCode string The erro
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/error-codes.htm,1,30,5,SIMPLE,,Error Codes,,Error code and error message Role Category Message Description TIBCO-BW-SR-REDSHIFT-DEBUG_CREATE_SHAREDRESOURCE-200001 D
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/importing-sample-projects.htm,1,3,2,CODE_IN_CELL,,Importing Sample Projects,,Platform Step Microsoft Windows Click Start > All Programs > TIBCO > TIBCO_HOME > TIBCO Business Studio <version> > Stud
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/log-levels.htm,1,6,2,SIMPLE,,Log Levels,,Property Description Trace Includes all information regarding the running process. Debug Indicates a developer-defined t
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/palette-activity.htm,1,8,3,CODE_IN_CELL|IMAGE_IN_CELL|MULTI_PARAGRAPH|NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,General,,Property Module Property? Description Name No Name displayed as the label for the shared resource in the process Redshif
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/palette-activity.htm,2,8,3,LIST_IN_CELL|MULTI_PARAGRAPH,,Advanced,,Property Module Property? Description Validation Mode No This field indicates how data validation is handled. The field 
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/palette-activity.htm,3,6,3,SIMPLE,,Input,,"Input Item Data Type Description compression string File compression type. Supported compression types are BZIP2, GZIP, "
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/palette-activity.htm,4,3,3,SIMPLE,,Input,,"Input Item Data Type Description compression string File compression type. Supported compression types are BZIP2, GZIP, "
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/palette-activity.htm,5,3,3,SIMPLE,,Input,,"Input Item Data Type Description compression string File compression type. Supported compression types are BZIP2, GZIP, "
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/palette-activity.htm,6,15,3,CODE_IN_CELL|MULTI_PARAGRAPH|NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Output,,Output Item Data Type Description S3_bucket_reference string URI to s3 bucket where data files are present. status strin
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/palette-activity.htm,7,3,3,SIMPLE,,Fault,,Error Schema Element Data Type Description msg string The error message returned by the plug-in. msgCode string The erro
pub/bwpluginawsredshift/6.1.0/doc/html/users-guide/XSD-datatype-mapping.htm,1,13,4,SIMPLE,,XSD Datatype Mapping,,"Data Type Aliases XSD Format Mapping in BW Description SMALLINT INT2 xsd:short Signed two-byte integer INTEGER INT, INT4"
pub/bwpluginamqp/6.5.2/doc/html/installation/installation-modes.htm,1,4,3,SIMPLE,,Installation Modes and Procedures,,"Installation Mode Description Reference GUI In GUI mode, the installer contains panels where you can select a product, p"
pub/bwpluginamqp/6.5.2/doc/html/installation/installation-troubleshooting.htm,1,4,2,SIMPLE,,Troubleshooting Installation,,Platform Location Microsoft Windows C:\Users\ username \.TIBCO\ install_timestamp Linux user_home_dir /.TIBCO/ install_t
pub/bwpluginamqp/6.5.2/doc/html/installation/plugin-installation-components.htm,1,3,2,MULTI_PARAGRAPH|NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Installation Components and Profiles,,"Component Description TIBCO ActiveMatrix BusinessWorks™ Plug-in for AMQP Design This component includes the palettes, sh"
pub/bwpluginamqp/6.5.2/doc/html/installation/plugin-installation-environment.htm,1,4,2,SIMPLE,,Installation Environment,,Property Description Directory Identifies the directory where the product is installed. TIBCO_HOME It is the top-level i
pub/bwpluginamqp/6.5.2/doc/html/installation/plugin-installation-requirements.htm,1,4,2,SIMPLE,,Installation Account and Permission Requirements,,Platform Account Privileges Microsoft Windows Only users with administrator privileges can install the plug-in. If you d
pub/bwpluginamqp/6.5.2/doc/html/installation/plugin-installation-requirements.htm,2,3,2,MULTI_PARAGRAPH,,Software Requirements,,Software Description TIBCO ActiveMatrix BusinessWorks™ Required. ActiveMatrix BusinessWorks supports your integration pr
pub/bwpluginamqp/6.5.2/doc/html/installation/plugin-installation-update-sites.htm,1,4,3,SIMPLE,,Installing by Using an Update Site,,Installation method Description Reference Public update site You can install the plug-in from within TIBCO Business Stud
pub/bwpluginamqp/6.5.2/doc/html/installation/plugin-installing-local-update-site.htm,1,3,2,SIMPLE,,Installing the Plug-in by Using a Local Update Site or Directory,,Platform Step Microsoft Windows Click Start > All Programs > TIBCO > TIBCO_HOME > TIBCO Business Studio <studio_version>
pub/bwpluginamqp/6.5.2/doc/html/installation/plugin-installing-plugins-manager.htm,1,3,2,SIMPLE,,Installing the Plug-in by Using BusinessWorks Plug-ins Manager,,Platform Step Microsoft Windows Click Start > All Programs > TIBCO > TIBCO_HOME > TIBCO Business Studio <studio_version>
pub/bwpluginamqp/6.5.2/doc/html/installation/plugin-installing-public-update-site.htm,1,3,2,SIMPLE,,Installing the Plug-in by Using the Public Update Site,,Platform Step Microsoft Windows Click Start > All Programs > TIBCO > TIBCO_HOME > TIBCO Business Studio <studio_version>
pub/bwpluginamqp/6.5.2/doc/html/installation/plugin-installing-silent-mode.htm,1,1,3,FAKE_LIST,,,,
pub/bwpluginamqp/6.5.2/doc/html/installation/plugin-installing-silent-mode.htm,2,1,3,FAKE_LIST,,,,
pub/bwpluginamqp/6.5.2/doc/html/installation/plugin-uninstallation-update-sites.htm,1,3,3,SIMPLE,,Uninstalling by Using an Update Site,,Uninstallation method Description Reference Uninstall using the public update site You can uninstall the plug-in from wi
pub/bwpluginamqp/6.5.2/doc/html/installation/plugin-uninstalling-gui-mode.htm,1,3,2,SIMPLE,,Uninstalling in GUI Mode,,Option Description Custom Uninstall You can select the products to be removed. Typical Uninstall You cannot select the p
pub/bwpluginamqp/6.5.2/doc/html/installation/plugin-uninstalling-plugins-manager.htm,1,3,2,SIMPLE,,Uninstalling the Plug-in by Using BusinessWorks Plug-ins Manager,,Platform Step Microsoft Windows Click Start > All Programs > TIBCO > TIBCO_HOME > TIBCO Business Studio <studio_version>
pub/bwpluginamqp/6.5.2/doc/html/installation/plugin-uninstalling-silent-mode.htm,1,5,2,CODE_IN_CELL,,Uninstalling in Silent Mode,,Command-Line Options Description uninstallTIBCOHome The path to the TIBCO_HOME where you want to run the uninstaller. Th
pub/bwpluginamqp/6.5.2/doc/html/installation/plugin-uninstalling-update-site.htm,1,3,2,SIMPLE,,Uninstalling the Plug-in by Using the Public Update Site or Local Update Site,,Platform Step Microsoft Windows Click Start > All Programs > TIBCO > TIBCO_HOME > TIBCO Business Studio <studio_version>
pub/bwpluginamqp/6.5.2/doc/html/users-guide/amqp-connection.htm,1,4,3,SIMPLE,,General,,Field Module Property? Description Package No The name of the package where the shared resource is added. Name No The na
pub/bwpluginamqp/6.5.2/doc/html/users-guide/amqp-connection.htm,2,24,3,CODE_IN_CELL|LIST_IN_CELL|MULTI_PARAGRAPH|NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,AMQP Connection Resource Configuration,,Field Module Property? Description BrokerType No Specifies the broker that is used for the connection. The following bro
pub/bwpluginamqp/6.5.2/doc/html/users-guide/amqp-connection.htm,3,3,3,SIMPLE,,SSL,,Field Module Property? Description Confidentiality No If you want to choose an existing SSL Client shared resource or cr
pub/bwpluginamqp/6.5.2/doc/html/users-guide/amqpgetmessage.htm,1,11,3,CODE_IN_CELL|IMAGE_IN_CELL|LIST_IN_CELL|MULTI_PARAGRAPH|NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,General,,Field Module Property? Description Name No Specifies a name of the activity displayed in the process. The default value 
pub/bwpluginamqp/6.5.2/doc/html/users-guide/amqpgetmessage.htm,2,4,3,NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Input,,Input Item Data Type Description queueName String Enter the name of the queue from which you want to get the message. No
pub/bwpluginamqp/6.5.2/doc/html/users-guide/amqpgetmessage.htm,3,4,3,CODE_IN_CELL|LIST_IN_CELL|NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Output,,Output Item Data Type Description UserProperties Complex The message header consists of the following user properties: n
pub/bwpluginamqp/6.5.2/doc/html/users-guide/amqpgetmessage.htm,4,3,2,SIMPLE,,Fault,,Error Schema Element Description AMQPPluginException This error message is displayed when the plug-in captures any excep
pub/bwpluginamqp/6.5.2/doc/html/users-guide/amqpreceivemessage.htm,1,14,3,CODE_IN_CELL|IMAGE_IN_CELL|LIST_IN_CELL|MULTI_PARAGRAPH|NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,General,,Field Module Property? Description Name No The name of the activity displayed in the process. The default value is AMQPR
pub/bwpluginamqp/6.5.2/doc/html/users-guide/amqpreceivemessage.htm,2,7,3,LIST_IN_CELL|MULTI_PARAGRAPH,,Advanced,,Field Module Property? Description Session Enabled No The Session Enabled checkbox is displayed only when AzureSB-1-0 is
pub/bwpluginamqp/6.5.2/doc/html/users-guide/amqpreceivemessage.htm,3,4,3,CODE_IN_CELL|LIST_IN_CELL|NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Output,,Output Item Data Type Description UserProperties Complex The message header consists of the following user properties: n
pub/bwpluginamqp/6.5.2/doc/html/users-guide/amqpsendmessage.htm,1,12,3,CODE_IN_CELL|IMAGE_IN_CELL|LIST_IN_CELL|MULTI_PARAGRAPH|NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,General,,Field Module Property? Description Name No The name of the activity displayed in the process. The default value is AMQPS
pub/bwpluginamqp/6.5.2/doc/html/users-guide/amqpsendmessage.htm,2,5,3,CODE_IN_CELL|LIST_IN_CELL,,Advanced,,Field Module Property? Description Delivery Mode No Select one of the following delivery modes: Persistent : the message
pub/bwpluginamqp/6.5.2/doc/html/users-guide/amqpsendmessage.htm,3,16,3,CODE_IN_CELL|LIST_IN_CELL|MULTI_PARAGRAPH|NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Input,,Input Item Data Type Description name String Enter the name of the user property. Note: The value entered in this field 
pub/bwpluginamqp/6.5.2/doc/html/users-guide/amqpsendmessage.htm,4,3,3,MULTI_PARAGRAPH|NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Output,,Output Item Data Type Description sendResult Boolean The result after sending the message. If the message is successfull
pub/bwpluginamqp/6.5.2/doc/html/users-guide/amqpsendmessage.htm,5,3,2,SIMPLE,,Fault,,Error Schema Element Description AMQPPluginException This error message is displayed when the plug-in captures any excep
pub/bwpluginamqp/6.5.2/doc/html/users-guide/business-studio-overview.htm,1,7,2,CODE_IN_CELL|IMAGE_IN_CELL|LIST_IN_CELL,,Overview of TIBCO Business Studio for BusinessWorks,,"UI Element Description Menu Contains menu items such as File, Edit, Navigate, Search, Project, Run, Window, and Help. To"
pub/bwpluginamqp/6.5.2/doc/html/users-guide/connection-recovery-.htm,1,3,3,CODE_IN_CELL,,Connection Recovery and Fault Tolerance,,File Name Property Name Location bwappnode-<AppNodeName>.tra java.property.bw.engine.activity.async.waitTime=n(millisec)
pub/bwpluginamqp/6.5.2/doc/html/users-guide/error-codes.htm,1,28,5,CODE_IN_CELL,,Error Codes,,Error Code and Error Message Role Category Description Solution ERROR_OCCURED_RETRIEVE_RESULT.errorCode=500002 IOExcepti
pub/bwpluginamqp/6.5.2/doc/html/users-guide/log-levels.htm,1,4,2,SIMPLE,,Log Levels,,Log Level Description Debug Indicates a developer-defined tracing message. Info Indicates normal plug-in operations. No 
pub/bwpluginamqp/6.5.2/doc/html/users-guide/system-property-for-.htm,1,2,2,SIMPLE,,System Property for Azure Service Bus,,Property Description com.tibco.plugin.amqp.maxMessageLimit The maximum number of messages that can be fetched by the AMQ
pub/bwplugincassandra/6.3.3/doc/html/installation/installation-modes.htm,1,4,3,SIMPLE,,Installation Modes and Procedures,,"Installation Mode Description Reference GUI In GUI mode, the installer contains panels where you can select a product, p"
pub/bwplugincassandra/6.3.3/doc/html/installation/installation-troubleshooting.htm,1,4,2,SIMPLE,,Troubleshooting Installation,,Platform Location Microsoft Windows C:\Users\ username \.TIBCO\ install_timestamp Linux user_home_dir /.TIBCO/ install_t
pub/bwplugincassandra/6.3.3/doc/html/installation/plugin-adding-to-bwce.htm,1,2,2,SIMPLE,,Adding the Plug-in to TIBCO BusinessWorks™ Container Edition,,"Platform Reference Docker or Docker-based platforms ""Creating the TIBCO BusinessWorks™ Container Edition Application Doc"
pub/bwplugincassandra/6.3.3/doc/html/installation/plugin-installation-components.htm,1,3,2,MULTI_PARAGRAPH|NOTE_OR_ADMONITION,HIGH_RISK — confirmed silent content loss,Installation Components and Profiles,,Component Description TIBCO ActiveMatrix BusinessWorks™ Plug-in for Apache Cassandra Design This component includes the 
pub/bwplugincassandra/6.3.3/doc/html/installation/plugin-installation-environment.htm,1,4,2,SIMPLE,,Installation Environment,,Property Description Directory Identifies the directory where the product is installed. TIBCO_HOME It is the top-level i
pub/bwplugincassandra/6.3.3/doc/html/installation/plugin-installation-requirements.htm,1,4,2,SIMPLE,,Installation Account and Permission Requirements,,Platform Account Privileges Microsoft Windows Only users with administrator privileges can install the plug-in. If you d
pub/bwplugincassandra/6.3.3/doc/html/installation/plugin-installation-requirements.htm,2,3,2,MULTI_PARAGRAPH,,Software Requirements,,Software Description TIBCO ActiveMatrix BusinessWorks™ Required. ActiveMatrix BusinessWorks supports your integration pr
